"Target","Var1","Var2","Var3","RMSE"
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Total._cut","YrSold_2011_2014",77249.3029445376
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.High._0vs12vs345",77250.6032773289
"SalePrice","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.","N_SchoolNearBy.Middle._0vs123vs4",77251.3187194104
"SalePrice","HallwayType","N_FacilitiesNearby.corr_neg","TimeToBusStop",77252.745230334
"SalePrice","N_elevators","N_SchoolNearBy.Elementary._cat","YearBuilt_2005",77253.5651030759
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.University._0vs12vs345","TimeToSubway_05vsOther",77253.924469977
"SalePrice","N_FacilitiesNearby.corr_neg","N_Parkinglot.Basement.","YearBuilt_2000_2010",77254.2089497866
"SalePrice","MonthSold","N_elevators","YearBuilt_2000_2010",77255.1244293983
"SalePrice","HallwayType","N_manager","N_SchoolNearBy.High._0vs12vs345",77256.3946193351
"SalePrice","Floor","N_FacilitiesInApt","N_SchoolNearBy.University._012vs345",77257.2252301398
"SalePrice","N_elevators","N_SchoolNearBy.University.","YearBuilt_2000_2010",77258.1879912166
"SalePrice","N_FacilitiesNearBy.Total.","N_Parkinglot.Basement.","YrSold_2013",77259.0231240344
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.Middle._chr",77261.8669822478
"SalePrice","N_elevators","N_FacilitiesNearBy.PublicOffice._splitAt4","YearBuilt_2000_2010",77262.8252465573
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.PublicOffice.",77264.0132253896
"SalePrice","HallwayType","N_APT","N_manager",77264.6385905575
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Middle.",77265.3763614453
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary.","YearBuilt_2005",77266.9674555701
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.Middle._chr","TimeToSubway_Novs05vsOther",77268.788217832
"SalePrice","HallwayType","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary._cat",77270.3418515021
"SalePrice","N_Parkinglot.Basement.","TimeToBusStop","YearBuilt_2005",77270.5115578065
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.Middle._chr","TimeToSubway_05vsOther",77270.6998093969
"SalePrice","N_FacilitiesNearBy.Total.","N_Parkinglot.Basement.","N_SchoolNearBy.University.",77273.4840083792
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.University._012vs345",77276.0748848379
"SalePrice","N_elevators","SubwayStation","TimeToSubway_05vsOther",77276.4325396711
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice._splitAt4",NA,77278.6419617763
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice._splitAt4","SalePrice",77278.6419617763
"SalePrice","N_FacilitiesInApt","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Total.",77278.8855376025
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Park.","YrSold_2011_2014",77279.7267941477
"SalePrice","HallwayType","MonthSold","N_SchoolNearBy.High._0vs12vs345",77280.9567969821
"SalePrice","N_elevators","SubwayStation","TimeToSubway_Novs05vsOther",77281.1387118849
"SalePrice","N_elevators","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High._0vs12vs345",77284.6084016587
"SalePrice","N_FacilitiesNearby.corr_neg","SubwayStation","TimeToSubway",77287.7307587732
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.University._012vs345","TimeToSubway_05vsOther",77289.1387682963
"SalePrice","N_APT","N_FacilitiesNearBy.PublicOffice.","TimeToSubway_Novs05vsOther",77290.6445998078
"SalePrice","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.","N_SchoolNearBy.Middle.",77290.6659964165
"SalePrice","HallwayType","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4",77291.1168920891
"SalePrice","HeatingType","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Total.",77291.6321168501
"SalePrice","N_SchoolNearBy.High.","N_SchoolNearBy.Middle._chr","TimeToSubway_Novs05vsOther",77292.9467651195
"SalePrice","N_Parkinglot.Basement.","SubwayStation_byProxy2","TimeToSubway_05vsOther",77294.2221452466
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.PublicOffice.",77296.3401166768
"SalePrice","HeatingType","N_SchoolNearBy.Middle._chr","TimeToSubway",77298.1209886024
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.Middle.",77299.1450295701
"SalePrice","HallwayType","N_FacilitiesNearby.corr_pos","YearBuilt_2005",77301.0426404977
"SalePrice","HallwayType","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle._0vs123vs4",77303.0117528927
"SalePrice","HallwayType","HeatingType","N_FacilitiesNearBy.Hospital._0vs12",77303.0392144551
"SalePrice","N_SchoolNearBy.High._0vs12vs345","TimeToSubway","YrSold_2011_2014",77305.0227057829
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","TimeToBusStop","TimeToSubway_Novs05vsOther",77305.0314576695
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle.","N_SchoolNearBy.Total.",77305.6798695248
"SalePrice","N_elevators","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4",77305.7658834372
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.Middle._chr",77306.2438221391
"SalePrice","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.","N_SchoolNearBy.High._0vs12vs345",77306.7001979943
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_manager_splitAt4","TimeToSubway_05vsOther",77308.3005475586
"SalePrice","N_manager","N_SchoolNearBy.Elementary.","YearBuilt_2005",77308.6916617589
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.Middle._chr",77310.0458980873
"SalePrice","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4",77310.1316104104
"SalePrice","MonthSold","N_FacilitiesInApt","YearBuilt_2005",77310.3092085815
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore.","YearBuilt_2005",77314.6618710592
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary._cat","YrSold",77316.521820113
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Elementary.",77319.175225347
"SalePrice","HallwayType","HeatingType","YearBuilt_2000_2010",77319.3374289214
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High.","N_SchoolNearBy.Total.",77319.3915705333
"SalePrice","N_elevators","N_SchoolNearBy.Middle._chr","TimeToSubway",77321.4462839826
"SalePrice","HallwayType","MonthSold","N_elevators",77321.5198098636
"SalePrice","N_SchoolNearBy.Middle._chr","TimeToBusStop","TimeToSubway_Novs05vsOther",77322.1356709296
"SalePrice","N_FacilitiesNearBy.Park._01vs2","SubwayStation","TimeToSubway_05vsOther",77324.101061635
"SalePrice","N_SchoolNearBy.Elementary._cat","TimeToSubway_Novs05vsOther","YearBuilt",77325.8885482409
"SalePrice","N_FacilitiesNearby.corr_neg","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary.",77328.4983284997
"SalePrice","N_FacilitiesNearby.corr_neg","N_Parkinglot.Basement.","N_Parkinglot.Ground.",77328.7470816137
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.University._0vs12vs345",77329.4238182255
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_manager_splitAt4","N_Parkinglot.Basement.",77329.5671281473
"SalePrice","HallwayType","N_manager",NA,77333.2642620399
"SalePrice","HallwayType","N_manager","SalePrice",77333.2642620399
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle.","TimeToSubway_Novs05vsOther",77333.4754922345
"SalePrice","N_FacilitiesNearBy.Total.","N_manager","TimeToSubway_Novs05vsOther",77333.5460193948
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.PublicOffice._splitAt4",77333.6635507965
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Middle._chr","YrSold",77334.1285016034
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._chr","TimeToSubway_Novs05vsOther",77335.6355581168
"SalePrice","HallwayType","HeatingType","N_FacilitiesNearBy.Total._cut",77335.9629141786
"SalePrice","HallwayType","MonthSold",NA,77336.344439086
"SalePrice","HallwayType","MonthSold","SalePrice",77336.344439086
"SalePrice","N_SchoolNearBy.Elementary._cat","TimeToSubway_05vsOther","YearBuilt",77336.557928351
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.PublicOffice._splitAt4",77337.3057459341
"SalePrice","N_manager","TimeToSubway","YearBuilt_2005",77337.3118658978
"SalePrice","HallwayType","MonthSold","N_SchoolNearBy.University.",77338.2372377378
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle._0vs123vs4",77338.5695951256
"SalePrice","AptManageType","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High._0vs12vs345",77338.970847732
"SalePrice","N_FacilitiesNearby.corr_neg","N_Parkinglot.Basement.","YearBuilt_2005",77340.8157252762
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.","N_Parkinglot.Basement.",77341.4858981077
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Middle._chr","YearBuilt_2005",77342.1204353198
"SalePrice","N_SchoolNearBy.Elementary._cat","SubwayStation_byProxy1","TimeToSubway",77342.1984036372
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore.","YearBuilt_2000_2010",77343.2124999076
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_manager_splitAt4","YearBuilt_2005",77344.0722415628
"SalePrice","Floor","TimeToBusStop","YearBuilt_2005",77344.9401373134
"SalePrice","HallwayType","N_SchoolNearBy.High._0vs12vs345","SubwayStation_byProxy2",77349.6554313578
"SalePrice","HallwayType","MonthSold","N_SchoolNearBy.High.",77351.7306198156
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4","N_Parkinglot.Ground.",77353.7954636439
"SalePrice","HallwayType","MonthSold","N_SchoolNearBy.Total.",77354.0739821938
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._chr","TimeToSubway_05vsOther",77355.8617976102
"SalePrice","N_FacilitiesInApt","YearBuilt_2005","YrSold",77358.4677251143
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_neg","YrSold_2011_2014",77360.232100149
"SalePrice","N_SchoolNearBy.Total.","SubwayStation","TimeToSubway",77360.3501553777
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","TimeToSubway_Novs05vsOther","YearBuilt_2000_2010",77361.4964037407
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","TimeToSubway_05vsOther","YearBuilt_2000_2010",77362.2916894891
"SalePrice","N_manager_splitAt4","SubwayStation","TimeToSubway",77368.4304874634
"SalePrice","N_APT","N_FacilitiesNearBy.PublicOffice.","TimeToSubway",77368.9301387088
"SalePrice","MonthSold","N_FacilitiesInApt","SubwayStation_byProxy2",77369.0844967378
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle._chr","YrSold_2013",77369.1047940271
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Hospital.","YrSold_2013",77370.0359914566
"SalePrice","HallwayType","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Total._cut",77371.2252903053
"SalePrice","HallwayType","N_elevators","N_SchoolNearBy.Middle._chr",77371.9685912013
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","TimeToBusStop","TimeToSubway",77373.5884202287
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._012vs345",77375.6329643417
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_Parkinglot.Basement.","YrSold",77376.1230194694
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.University.",77378.7850108876
"SalePrice","N_SchoolNearBy.High.","N_SchoolNearBy.Middle._chr","TimeToSubway_05vsOther",77379.0343306289
"SalePrice","AptManageType","HallwayType","N_FacilitiesNearBy.PublicOffice._splitAt4",77381.0312008071
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle.",77382.2933219347
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.Middle._chr","YearBuilt_2000_2010",77382.6063653681
"SalePrice","HallwayType","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Elementary.",77383.5656625378
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.Elementary.",77384.1785262768
"SalePrice","HallwayType","SubwayStation_byProxy2","YearBuilt",77384.488899905
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.Mall.",77384.942549883
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle._chr",77385.0454264838
"SalePrice","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._chr","YearBuilt_2000_2010",77388.7493158624
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Elementary._cat","TimeToSubway_Novs05vsOther",77390.6571773343
"SalePrice","N_SchoolNearBy.Middle._chr","TimeToBusStop","TimeToSubway_05vsOther",77391.8938987416
"SalePrice","HallwayType","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Middle._chr",77393.463880333
"SalePrice","HallwayType","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.University._012vs345",77393.4694420163
"SalePrice","HallwayType","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.PublicOffice.",77393.741007535
"SalePrice","N_APT","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Elementary.",77394.5112103962
"SalePrice","N_SchoolNearBy.University.","TimeToSubway","YrSold_2011_2014",77396.5580976956
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.PublicOffice._splitAt4","N_FacilitiesNearBy.Total._cut",77396.7916111341
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4","N_SchoolNearBy.High.",77399.3715635769
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","N_SchoolNearBy.Middle._chr","YearBuilt_2000_2010",77399.5148566724
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Total.",77399.9396354565
"SalePrice","N_FacilitiesNearby.corr_neg","N_manager_splitAt4","YearBuilt_2005",77400.2876082719
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle.","TimeToSubway_05vsOther",77402.1182911837
"SalePrice","N_FacilitiesNearby.corr_neg","N_manager","TimeToSubway",77402.3901784126
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.","YearBuilt",77403.6015437635
"SalePrice","HallwayType","N_SchoolNearBy.Elementary.","YearBuilt_2005",77404.1177870255
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.High._0vs12vs345","TimeToSubway",77406.0026467
"SalePrice","HallwayType","N_manager","N_SchoolNearBy.Middle.",77406.3849961854
"SalePrice","HallwayType","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Total.",77409.7190915736
"SalePrice","N_APT","N_SchoolNearBy.University._0vs12vs345","YearBuilt_2005",77413.3803117193
"SalePrice","Floor","N_elevators","YearBuilt_2000_2010",77415.4109079606
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Middle._chr","YearBuilt_2000_2010",77415.4259267011
"SalePrice","HeatingType","N_SchoolNearBy.Middle._chr","TimeToSubway_Novs05vsOther",77416.5045365622
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.High.","TimeToSubway_05vsOther",77416.8454454978
"SalePrice","HallwayType","MonthSold","N_FacilitiesNearBy.Total.",77417.5072422233
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.PublicOffice.","YrSold_2011_2014",77418.2035928166
"SalePrice","N_FacilitiesInApt","YearBuilt","YearBuilt_2005",77420.6808545715
"SalePrice","HeatingType","N_Parkinglot.Basement.","YearBuilt_2005",77421.1669665531
"SalePrice","N_APT","N_SchoolNearBy.University._012vs345","YearBuilt_2005",77421.6633653719
"SalePrice","HallwayType","N_SchoolNearBy.Elementary.","YearBuilt_2000_2010",77421.7997074381
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle._0vs123vs4",77421.9298621024
"SalePrice","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.","N_SchoolNearBy.High.",77423.3971349918
"SalePrice","AptManageType","HallwayType","MonthSold",77423.6704125596
"SalePrice","HallwayType","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.Total._cut",77423.7660205643
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital._0vs12","TimeToBusStop",77424.7184394253
"SalePrice","SubwayStation_byProxy1","TimeToSubway","YrSold_2011_2014",77425.3799959097
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Elementary._cat","SubwayStation_byProxy2",77426.5356153318
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.High.","YearBuilt_2000_2010",77426.7235125938
"SalePrice","HallwayType","N_elevators","N_SchoolNearBy.Elementary._cat",77426.7833068675
"SalePrice","N_manager_splitAt4","TimeToSubway","YrSold_2011_2014",77427.0782424839
"SalePrice","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.","N_Parkinglot.Ground.",77428.1231605813
"SalePrice","MonthSold","N_FacilitiesInApt_123vs45678vs910","YrSold_2013",77429.2899113902
"SalePrice","N_manager","TimeToSubway","YearBuilt_2000_2010",77429.7691660224
"SalePrice","HallwayType","HeatingType","N_FacilitiesNearBy.Park.",77429.9804796118
"SalePrice","N_APT","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle._0vs123vs4",77432.329168326
"SalePrice","HeatingType","SubwayStation","TimeToSubway",77433.8199821521
"SalePrice","N_FacilitiesNearby.corr_neg","N_manager_splitAt4","TimeToSubway",77437.3202465639
"SalePrice","N_manager_splitAt4","N_SchoolNearBy.University.","TimeToSubway_Novs05vsOther",77442.3048613781
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Middle.","YrSold_2013",77445.7885232575
"SalePrice","N_FacilitiesInApt","TimeToSubway_05vsOther","YearBuilt_2005",77445.9211901529
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle.","TimeToSubway",77446.3195563565
"SalePrice","N_FacilitiesInApt","TimeToSubway_Novs05vsOther","YearBuilt_2005",77446.9026000742
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.High._0vs12vs345",77449.8510330383
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_Parkinglot.Basement.","N_SchoolNearBy.University.",77450.3285289915
"SalePrice","N_Parkinglot.Basement.","N_Parkinglot.Ground.","N_SchoolNearBy.University.",77451.6018433463
"SalePrice","N_Parkinglot.Basement.","YearBuilt_2005","YrSold_2013",77453.1802516212
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.Elementary._cat","TimeToSubway_Novs05vsOther",77453.6811949202
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","SubwayStation","TimeToSubway",77457.6775251965
"SalePrice","N_FacilitiesNearBy.PublicOffice._gr_stat","YearBuilt","YrSold",77459.364807783
"SalePrice","Floor","TimeToSubway","YrSold",77461.5641297528
"SalePrice","MonthSold","N_manager","YearBuilt_2005",77462.8850413771
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.Elementary._cat","TimeToSubway",77465.4970501024
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Elementary.",77465.5573920162
"SalePrice","N_FacilitiesNearBy.ETC.","N_Parkinglot.Basement.","SubwayStation_byProxy1",77467.296028603
"SalePrice","N_Parkinglot.Basement.","N_SchoolNearBy.Middle.","TimeToSubway",77469.4796693466
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","TimeToBusStop",77469.8205645072
"SalePrice","HallwayType","N_SchoolNearBy.High.","N_SchoolNearBy.Middle._chr",77471.4440861944
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy2",77471.8299568452
"SalePrice","N_manager","N_SchoolNearBy.University.","TimeToSubway_05vsOther",77472.5217808729
"SalePrice","N_Parkinglot.Basement.","TimeToSubway_Novs05vsOther","YrSold_2013",77474.1450119522
"SalePrice","HallwayType","N_FacilitiesNearBy.Mall.","YearBuilt_2000_2010",77475.2635489242
"SalePrice","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Elementary._cat","TimeToSubway_Novs05vsOther",77476.2914840199
"SalePrice","Floor","TimeToSubway_Novs05vsOther","YrSold",77476.7856664135
"SalePrice","N_manager_splitAt4","TimeToSubway_Novs05vsOther","YrSold_2011_2014",77476.9941040848
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_neg","N_manager_splitAt4",77477.4930852722
"SalePrice","HallwayType","N_APT","N_FacilitiesNearBy.Dpartmentstore.",77478.7851626619
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.University._012vs345","TimeToBusStop",77480.6108568217
"SalePrice","N_manager","SubwayStation_byProxy1","TimeToSubway_Novs05vsOther",77480.9180969504
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital._0vs12","SubwayStation_byProxy2",77481.8529864437
"SalePrice","MonthSold","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4",77483.0354050361
"SalePrice","N_SchoolNearBy.Middle._chr","SubwayStation_byProxy1","YearBuilt_2000_2010",77483.2183955079
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Elementary.","YearBuilt_2000_2010",77487.4604179588
"SalePrice","HallwayType","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.University._012vs345",77487.6822296151
"SalePrice","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.Middle._chr","TimeToSubway",77489.050776485
"SalePrice","N_FacilitiesNearBy.Park._01vs2","SubwayStation","YrSold_2013",77489.2988344423
"SalePrice","N_Parkinglot.Basement.","YearBuilt_2005","YrSold",77489.8512282146
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_manager_splitAt4","YrSold_2011_2014",77490.8892803548
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_manager_splitAt4","TimeToSubway_05vsOther",77491.0748198956
"SalePrice","Floor","SubwayStation","TimeToSubway_Novs05vsOther",77492.3700271429
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.High._0vs12vs345","TimeToSubway_Novs05vsOther",77495.6850006917
"SalePrice","Floor","N_FacilitiesInApt_123vs45678vs910","YrSold",77497.0569240822
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_manager","TimeToSubway_Novs05vsOther",77499.4582321346
"SalePrice","HallwayType","N_SchoolNearBy.Middle.","TimeToBusStop",77500.2302886362
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.High._0vs12vs345","TimeToSubway",77503.1847263076
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.Middle._chr","TimeToSubway",77503.1890619344
"SalePrice","N_FacilitiesNearBy.Total.","SubwayStation","TimeToSubway",77504.1175428628
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_Parkinglot.Basement.","N_SchoolNearBy.Middle._chr",77505.6266390989
"SalePrice","MonthSold","N_manager","TimeToSubway",77506.7897767463
"SalePrice","HallwayType","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Elementary._cat",77507.1884478881
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_SchoolNearBy.Total.","YearBuilt",77507.7247407661
"SalePrice","N_SchoolNearBy.High.","SubwayStation","TimeToSubway",77508.7112973999
"SalePrice","HallwayType","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.Elementary._cat",77510.3017612689
"SalePrice","HallwayType","N_SchoolNearBy.High.","N_SchoolNearBy.University._0vs12vs345",77511.1411979571
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_SchoolNearBy.Middle._chr","YrSold_2013",77513.0369205175
"SalePrice","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Middle._chr","TimeToSubway",77513.0618560383
"SalePrice","HallwayType","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University.",77513.8906279298
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.Middle._chr","TimeToSubway",77513.9937074925
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","TimeToBusStop","TimeToSubway_05vsOther",77514.2817523247
"SalePrice","MonthSold","TimeToSubway_05vsOther","YrSold_2011_2014",77517.1961914624
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.PublicOffice.","N_Parkinglot.Ground.",77517.3687366282
"SalePrice","N_FacilitiesInApt_123vs45678vs910","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.University.",77518.9034017188
"SalePrice","N_Parkinglot.Ground.","N_SchoolNearBy.Middle._chr","TimeToSubway",77519.1281808841
"SalePrice","N_FacilitiesNearBy.Total.","N_FacilitiesNearBy.Total._cut","N_Parkinglot.Basement.",77520.4172321061
"SalePrice","N_FacilitiesNearby.corr_neg","N_Parkinglot.Basement.","N_SchoolNearBy.Total.",77520.4677799643
"SalePrice","N_FacilitiesInApt","N_SchoolNearBy.Middle.","TimeToSubway",77520.4798886653
"SalePrice","HallwayType","N_SchoolNearBy.Middle.","N_SchoolNearBy.University._012vs345",77523.2997979076
"SalePrice","N_manager","SubwayStation_byProxy2","TimeToSubway",77523.4220259305
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.ETC._0vsOther","SubwayStation_byProxy1",77523.7840025877
"SalePrice","N_FacilitiesNearBy.ETC._0vsOther","N_FacilitiesNearBy.PublicOffice._gr_stat","N_manager_splitAt4",77525.8192610568
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.Middle._chr","TimeToSubway",77526.8019023169
"SalePrice","N_SchoolNearBy.Middle._chr","TimeToSubway",NA,77526.8019023169
"SalePrice","N_SchoolNearBy.Middle.","N_SchoolNearBy.Middle._chr","TimeToSubway",77526.8019023169
"SalePrice","N_SchoolNearBy.Middle._chr","SalePrice","TimeToSubway",77526.8019023169
