"Target","Var1","Var2","Var3","RMSE"
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total.","TimeToBusStop",88904.5869382226
"SalePrice","HeatingType","N_FacilitiesNearBy.Park.","SubwayStation",88905.5430661956
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle.","SubwayStation_byProxy2",88906.0215556066
"SalePrice","AptManageType","N_FacilitiesNearBy.Park._01vs2","SubwayStation_byProxy1",88906.0864366618
"SalePrice","N_FacilitiesNearBy.Park.","N_SchoolNearBy.University.","YrSold_2013",88906.1102062177
"SalePrice","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.Total.",88906.9976195184
"SalePrice","N_SchoolNearBy.Middle.","N_SchoolNearBy.Middle._0vs123vs4","SubwayStation",88907.3227675325
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.Total.","YearBuilt",88908.4492791274
"SalePrice","AptManageType","SubwayStation",NA,88908.6042697391
"SalePrice","AptManageType","SalePrice","SubwayStation",88908.6042697391
"SalePrice","AptManageType","SubwayStation","SubwayStation_byProxy1",88908.6042697391
"SalePrice","AptManageType","SubwayStation","SubwayStation_byProxy2",88908.6042697391
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University.",88910.428557897
"SalePrice","N_FacilitiesNearBy.Hospital.","SubwayStation_byProxy1","YrSold_2013",88910.5865840305
"SalePrice","N_manager_splitAt4","SubwayStation_byProxy2",NA,88911.1777901762
"SalePrice","N_manager_splitAt4","SalePrice","SubwayStation_byProxy2",88911.1777901762
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Total.",88911.2791838038
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.High._0vs12vs345","SubwayStation",88911.6117796136
"SalePrice","N_FacilitiesNearBy.ETC.","N_Parkinglot.Ground.","YrSold_2011_2014",88911.7333043938
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.University._0vs12vs345",88911.86818396
"SalePrice","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1","SubwayStation_byProxy2",88913.7855090455
"SalePrice","N_manager_splitAt4","N_Parkinglot.Ground.","SubwayStation_byProxy1",88914.5852026166
"SalePrice","N_SchoolNearBy.High.","N_SchoolNearBy.University.","YrSold_2011_2014",88915.034487306
"SalePrice","N_SchoolNearBy.University.","YrSold_2011_2014",NA,88915.3819690642
"SalePrice","N_SchoolNearBy.University.","SalePrice","YrSold_2011_2014",88915.3819690642
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Middle._chr",88915.722293053
"SalePrice","MonthSold","N_SchoolNearBy.High.","YrSold_2011_2014",88915.75821567
"SalePrice","AptManageType","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Middle.",88916.4435896157
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle._0vs123vs4",88918.4766882257
"SalePrice","N_FacilitiesNearBy.Hospital.","N_manager_splitAt4","N_SchoolNearBy.High._0vs12vs345",88919.2832362786
"SalePrice","HeatingType","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle._0vs123vs4",88919.5371794422
"SalePrice","Floor","N_FacilitiesNearby.corr_pos","SubwayStation_byProxy2",88919.6581494284
"SalePrice","N_SchoolNearBy.Total.","N_SchoolNearBy.University.","SubwayStation",88919.658641505
"SalePrice","N_FacilitiesNearBy.ETC.","N_Parkinglot.Ground.","N_SchoolNearBy.Middle._chr",88919.8089383694
"SalePrice","N_SchoolNearBy.University.","SubwayStation",NA,88919.9143942084
"SalePrice","N_SchoolNearBy.University.","SalePrice","SubwayStation",88919.9143942084
"SalePrice","N_SchoolNearBy.University.","SubwayStation","SubwayStation_byProxy1",88919.9143942084
"SalePrice","N_SchoolNearBy.University.","SubwayStation","SubwayStation_byProxy2",88919.9143942084
"SalePrice","AptManageType","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Hospital._0vs12",88920.0824085443
"SalePrice","AptManageType","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Middle._0vs123vs4",88920.581823662
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.Middle._chr",88920.8981194515
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._chr",88921.5577663296
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.PublicOffice._splitAt4",88922.5050630982
"SalePrice","MonthSold","N_FacilitiesNearBy.Total.","N_SchoolNearBy.High._0vs12vs345",88923.1126627199
"SalePrice","HeatingType","N_FacilitiesInApt","N_FacilitiesNearby.corr_pos",88923.5542533168
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Middle._0vs123vs4","TimeToBusStop",88924.4135559175
"SalePrice","AptManageType","N_Parkinglot.Ground.","YearBuilt_2000_2010",88924.7724921184
"SalePrice","HeatingType","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.High._0vs12vs345",88924.8234794072
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._chr",NA,88925.1982200728
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._chr","SalePrice",88925.1982200728
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle.","N_SchoolNearBy.Middle._chr",88925.198220073
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.Middle._chr",88925.1982200732
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.High.",88926.7525498329
"SalePrice","N_FacilitiesNearBy.Total.","N_Parkinglot.Ground.","YrSold_2011_2014",88927.6057664146
"SalePrice","HeatingType","YearBuilt","YrSold",88927.7013340162
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.High._0vs12vs345",88928.1529555105
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Total.","N_SchoolNearBy.High._0vs12vs345",88928.4225203433
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.High._0vs12vs345",88928.4225203433
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total.","N_SchoolNearBy.High._0vs12vs345",88928.4225203436
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle.","YrSold_2011_2014",88929.401321996
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.ETC.","YrSold_2011_2014",88929.4370531205
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.PublicOffice._splitAt4",88930.027390915
"SalePrice","HeatingType","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.University._012vs345",88930.1016557038
"SalePrice","HeatingType","N_FacilitiesNearBy.Total.","YrSold_2011_2014",88930.9336377207
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.High._0vs12vs345",88930.9714512558
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.High._0vs12vs345","TimeToBusStop",88931.0871634388
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.PublicOffice._splitAt4",88931.3028368481
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Elementary.","TimeToBusStop",88932.4274486585
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.University._0vs12vs345",88932.699739815
"SalePrice","N_elevators","N_SchoolNearBy.Elementary.","TimeToBusStop",88933.2712660599
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_Parkinglot.Ground.","SubwayStation_byProxy2",88934.0064983379
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.Total.","N_SchoolNearBy.High._0vs12vs345",88934.2365710689
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.PublicOffice._splitAt4","SubwayStation_byProxy2",88934.5200878046
"SalePrice","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1",88935.8525259538
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Park.","N_Parkinglot.Basement.",88937.2030815566
"SalePrice","N_SchoolNearBy.Middle.","SubwayStation_byProxy1","YrSold_2011_2014",88937.336342613
"SalePrice","N_Parkinglot.Basement.","N_Parkinglot.Ground.","YrSold",88938.0004998045
"SalePrice","AptManageType","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._012vs345",88939.2353061451
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Park.","N_SchoolNearBy.High._0vs12vs345",88939.6176549225
"SalePrice","N_SchoolNearBy.Total.","N_SchoolNearBy.University.","YrSold_2011_2014",88940.3267620993
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.University.","SubwayStation_byProxy2",88940.994412084
"SalePrice","N_FacilitiesNearBy.Park.","N_manager_splitAt4","SubwayStation_byProxy2",88941.1095561682
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle.",88942.0107866663
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Elementary.","SubwayStation_byProxy2",88944.139691353
"SalePrice","N_FacilitiesNearBy.Total.","YearBuilt",NA,88945.1988633375
"SalePrice","N_FacilitiesNearBy.Total.","SalePrice","YearBuilt",88945.1988633375
"SalePrice","N_APT","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.High._0vs12vs345",88945.774593482
"SalePrice","Floor","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.Elementary._cat",88946.6751323401
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle._0vs123vs4",88947.4949045684
"SalePrice","AptManageType","N_FacilitiesInApt","YearBuilt",88948.6329172175
"SalePrice","HeatingType","N_APT","N_FacilitiesInApt",88950.3027785933
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University._012vs345",88950.5024599435
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.PublicOffice._splitAt4",88950.6716523259
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University._0vs12vs345",88950.8867193154
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University._012vs345",88951.3226542693
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.Hospital.",88951.9557486304
"SalePrice","N_FacilitiesNearBy.ETC.","YrSold_2011_2014",NA,88951.9701619771
"SalePrice","N_FacilitiesNearBy.ETC.","SalePrice","YrSold_2011_2014",88951.9701619771
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.Middle._chr",88953.2757288188
"SalePrice","Floor","N_FacilitiesNearBy.Hospital.","N_SchoolNearBy.Elementary._cat",88954.2454851138
"SalePrice","AptManageType","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.Total.",88954.5353793029
"SalePrice","N_FacilitiesNearBy.Mall.","N_manager","SubwayStation_byProxy1",88955.3581514953
"SalePrice","N_FacilitiesNearBy.PublicOffice._splitAt4","N_FacilitiesNearBy.Total.","SubwayStation_byProxy2",88956.5306692368
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.University._0vs12vs345",88960.2163675827
"SalePrice","AptManageType","N_SchoolNearBy.Total.","YearBuilt",88960.6624909958
"SalePrice","Floor","N_FacilitiesNearBy.Hospital.","SubwayStation_byProxy2",88961.0942334819
"SalePrice","HeatingType","N_SchoolNearBy.Middle._0vs123vs4","SubwayStation",88961.6098963091
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.Park._01vs2",88961.8107223391
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.High.",88962.3579965848
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.High._0vs12vs345","SubwayStation",88962.85371493
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_FacilitiesNearBy.Total.",88964.4073900031
"SalePrice","AptManageType","N_FacilitiesInApt","N_FacilitiesNearby.corr_pos",88964.9751869678
"SalePrice","N_SchoolNearBy.University.","YrSold","YrSold_2011_2014",88965.267890724
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle._chr",88965.4514607848
"SalePrice","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._0vs12vs345","SubwayStation_byProxy1",88965.9047038442
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.Park.","N_SchoolNearBy.High._0vs12vs345",88966.0171233277
"SalePrice","Floor","TimeToBusStop","YrSold_2011_2014",88966.2042100674
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Hospital._0vs12","YrSold",88966.8842810735
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Park._01vs2",88967.4945364016
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Park._01vs2","SubwayStation_byProxy1",88968.7054049744
"SalePrice","N_FacilitiesNearBy.Hospital.","N_manager_splitAt4","N_SchoolNearBy.High.",88969.6260111479
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._0vs123vs4",88969.6397991746
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.University._012vs345",88969.6731043716
"SalePrice","N_FacilitiesNearBy.Total.","YrSold_2011_2014","YrSold_2013",88969.9975221452
"SalePrice","Floor","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle._0vs123vs4",88970.5125726009
"SalePrice","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Middle.","YearBuilt",88970.8665219421
"SalePrice","Floor","N_SchoolNearBy.High.","SubwayStation_byProxy2",88971.2057053845
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.Total.",88971.5060938127
"SalePrice","N_manager","SubwayStation_byProxy1",NA,88973.4541595558
"SalePrice","N_manager","SalePrice","SubwayStation_byProxy1",88973.4541595558
"SalePrice","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._0vs123vs4",88973.5814881216
"SalePrice","MonthSold","N_FacilitiesNearBy.Park._01vs2","SubwayStation_byProxy1",88974.3198570201
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4",88974.3480987352
"SalePrice","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.University._0vs12vs345","SubwayStation_byProxy1",88974.8347383637
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_manager","SubwayStation_byProxy1",88975.2419106418
"SalePrice","N_APT","N_FacilitiesNearby.corr_pos","SubwayStation_byProxy1",88975.7079221527
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_Parkinglot.Ground.",88976.9058531571
"SalePrice","AptManageType","N_SchoolNearBy.Elementary._cat","N_SchoolNearBy.University._0vs12vs345",88977.3724896768
"SalePrice","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Middle._0vs123vs4","N_SchoolNearBy.University._012vs345",88977.7954570656
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_Parkinglot.Basement.","N_Parkinglot.Ground.",88980.0418709244
"SalePrice","AptManageType","N_FacilitiesNearBy.PublicOffice._splitAt4",NA,88982.0596682658
"SalePrice","AptManageType","N_FacilitiesNearBy.PublicOffice._splitAt4","SalePrice",88982.0596682658
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.University.",88982.4684540195
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_SchoolNearBy.Total.",88983.1629536319
"SalePrice","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.High._0vs12vs345",88983.4092348175
"SalePrice","N_elevators","N_SchoolNearBy.University.","SubwayStation_byProxy1",88984.0955987092
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4",NA,88985.9556755757
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4","SalePrice",88985.9556755757
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University._012vs345",88987.0506461527
"SalePrice","N_APT","N_SchoolNearBy.Elementary.","YrSold",88988.523566519
"SalePrice","AptManageType","N_APT","N_Parkinglot.Basement.",88988.7669117336
"SalePrice","Floor","N_SchoolNearBy.High.","SubwayStation_byProxy1",88989.9403111657
"SalePrice","N_SchoolNearBy.High.","N_SchoolNearBy.Middle.","YrSold_2013",88990.2519274146
"SalePrice","N_manager","N_Parkinglot.Basement.","YrSold",88991.9130699226
"SalePrice","MonthSold","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice.",88992.1250449493
"SalePrice","N_elevators","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Elementary._cat",88992.8980842663
"SalePrice","N_elevators","N_manager","SubwayStation_byProxy1",88993.8959093731
"SalePrice","Floor","N_FacilitiesNearBy.Dpartmentstore.","SubwayStation_byProxy2",88995.7794361438
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Elementary._cat",88995.9920148005
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearby.corr_pos","N_SchoolNearBy.Elementary._cat",88995.9920148007
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Elementary._cat",88995.9920148009
"SalePrice","N_APT","N_FacilitiesNearBy.Dpartmentstore.","SubwayStation_byProxy1",88996.1983376607
"SalePrice","N_FacilitiesNearby.corr_pos","SubwayStation_byProxy1","YrSold",88997.4060924218
"SalePrice","N_FacilitiesNearby.corr_pos","N_Parkinglot.Ground.","YearBuilt",88997.4831953242
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle.","YrSold",88997.6179814589
"SalePrice","N_manager_splitAt4","N_Parkinglot.Basement.","YrSold",88998.0376309415
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University._0vs12vs345",88998.3911324729
"SalePrice","MonthSold","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.High._0vs12vs345",88998.4877390653
"SalePrice","N_FacilitiesNearBy.Park.","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.Middle._chr",88998.7004558526
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","YearBuilt","YrSold_2011_2014",88999.0307421994
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Park._01vs2","N_Parkinglot.Basement.",88999.2702082532
"SalePrice","HeatingType","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1",89000.0291904963
"SalePrice","HeatingType","N_FacilitiesNearby.corr_pos","SubwayStation",89002.2515761637
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_manager","N_Parkinglot.Basement.",89002.7325716191
"SalePrice","AptManageType","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.PublicOffice._splitAt4",89002.9025790607
"SalePrice","HeatingType","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4",89003.4720843383
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.University.","SubwayStation_byProxy1",89004.9567224255
"SalePrice","N_SchoolNearBy.High.","N_SchoolNearBy.Total.","YearBuilt",89005.466799449
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.PublicOffice._splitAt4",89008.2513537086
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_Parkinglot.Basement.",NA,89008.393765758
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_Parkinglot.Basement.","SalePrice",89008.393765758
"SalePrice","AptManageType","N_manager_splitAt4","SubwayStation_byProxy2",89008.6707694652
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Hospital._0vs12","SubwayStation",89010.6334112129
"SalePrice","Floor","N_elevators","N_SchoolNearBy.Elementary.",89011.2517983137
"SalePrice","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.PublicOffice._splitAt4","SubwayStation_byProxy2",89012.1261064497
"SalePrice","N_FacilitiesNearBy.ETC.","YrSold","YrSold_2011_2014",89013.4404422412
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Total.",89014.8808293353
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_FacilitiesNearby.corr_pos",89014.8808293354
"SalePrice","MonthSold","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total.",89014.8808293356
"SalePrice","N_FacilitiesNearBy.Park._01vs2","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University._0vs12vs345",89014.9256254351
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary._cat",89019.5476550417
"SalePrice","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.Middle._0vs123vs4",89021.8367916078
"SalePrice","N_FacilitiesNearBy.Park.","N_FacilitiesNearBy.Total._cut","SubwayStation_byProxy2",89024.100126226
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.Total.","SubwayStation_byProxy1",89024.4103532847
"SalePrice","N_APT","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle._0vs123vs4",89024.566085574
"SalePrice","Floor","N_APT","N_SchoolNearBy.Elementary._cat",89024.6992075009
"SalePrice","N_elevators","N_FacilitiesNearBy.Mall.","YearBuilt",89025.4733937792
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1",89025.6359888518
"SalePrice","N_FacilitiesNearBy.Mall.","N_SchoolNearBy.High.","YrSold_2011_2014",89025.8542209006
"SalePrice","N_FacilitiesNearBy.Dpartmentstore._01vs2","N_FacilitiesNearBy.PublicOffice._splitAt4","N_SchoolNearBy.High.",89028.8360145079
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.ETC.","YrSold_2011_2014",89029.5939179355
"SalePrice","N_elevators","N_SchoolNearBy.Total.","YrSold_2013",89029.6573656826
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.Middle._0vs123vs4",89029.739958625
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Total.","SubwayStation_byProxy1",89029.8536495471
"SalePrice","N_FacilitiesNearBy.PublicOffice.","SubwayStation_byProxy1",NA,89029.913504861
"SalePrice","N_FacilitiesNearBy.PublicOffice.","SalePrice","SubwayStation_byProxy1",89029.913504861
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Total.","SubwayStation_byProxy2",89030.2677887117
"SalePrice","N_FacilitiesNearby.corr_neg","N_FacilitiesNearby.corr_pos","SubwayStation_byProxy2",89030.2677887118
"SalePrice","N_FacilitiesNearby.corr_pos","N_FacilitiesNearBy.Total.","SubwayStation_byProxy2",89030.2677887121
"SalePrice","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._chr",89030.9115482435
"SalePrice","HeatingType","N_elevators","YearBuilt",89032.6797456084
"SalePrice","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University.","SubwayStation_byProxy2",89032.7954211696
"SalePrice","N_FacilitiesNearBy.Mall.","N_Parkinglot.Basement.","YrSold",89033.0790662834
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.High._0vs12vs345","N_SchoolNearBy.University.",89033.1515289387
"SalePrice","N_FacilitiesNearBy.Dpartmentstore.","N_SchoolNearBy.Total.","SubwayStation",89033.3231879781
"SalePrice","N_FacilitiesNearBy.Hospital._0vs12","N_SchoolNearBy.Middle._chr","N_SchoolNearBy.University._0vs12vs345",89034.1566092934
"SalePrice","N_FacilitiesNearBy.Park.","N_SchoolNearBy.High._0vs12vs345","SubwayStation",89034.9222995531
"SalePrice","N_FacilitiesNearby.corr_pos","N_manager_splitAt4","N_SchoolNearBy.Elementary._cat",89035.4439084589
"SalePrice","N_FacilitiesNearBy.ETC.","N_SchoolNearBy.Total.","YrSold_2013",89035.6967442551
"SalePrice","HeatingType","MonthSold","N_FacilitiesNearBy.Total._cut",89036.0398871782
"SalePrice","MonthSold","N_FacilitiesNearby.corr_neg","N_FacilitiesNearBy.Park.",89036.1711461875
"SalePrice","MonthSold","N_manager_splitAt4","SubwayStation_byProxy1",89036.8968541625
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Hospital._0vs12","YrSold_2013",89037.7722448378
"SalePrice","N_FacilitiesNearby.corr_pos","SubwayStation_byProxy1","YrSold_2011_2014",89038.0617407648
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_pos",NA,89039.3442705892
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearby.corr_pos","SalePrice",89039.3442705892
"SalePrice","N_FacilitiesInApt","N_FacilitiesNearBy.Park.","TimeToBusStop",89041.2786518021
"SalePrice","HeatingType","N_FacilitiesNearBy.Dpartmentstore.","SubwayStation",89042.0394316494
"SalePrice","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Mall.","YrSold",89042.4628654738
"SalePrice","N_APT","N_FacilitiesInApt","N_FacilitiesNearBy.Mall.",89043.2025936027
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Total._cut","N_SchoolNearBy.Middle._0vs123vs4",89043.7375281113
"SalePrice","N_FacilitiesNearBy.PublicOffice.","N_SchoolNearBy.Elementary.","SubwayStation_byProxy1",89044.0197032356
"SalePrice","MonthSold","N_FacilitiesInApt","N_FacilitiesNearBy.Hospital._0vs12",89044.2764181538
